NT_GER;NT_FG;NT_CE;NO_IES;CO_IES_enade;NO_CURSO;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;CO_CATEGAD_DESC;SG_UF_IES;NO_REGIAO_IES;TP_ORGANIZACAO_ACADEMICA_ies_mec;QE_I08_DESC;QE_I04;QE_I05;QE_I17;CO_MODALIDADE;CO_TURNO_GRADUACAO
54;36,4;59,9;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;1230;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
13,6;14,4;13,3;UNIVERSIDADE DE FRANCA;496;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE MINAS GERAIS;575;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DA AMAZÔNIA;383;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE SÃO FRANCISCO;670;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE SÃO FRANCISCO;670;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;UNIVERSIDADE PROFESSOR EDSON ANTÔNIO VELANO;30;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;338;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;MG;Sudeste;1.0;Até 1,5 s.m.;B;A;A;1;1
39,3;42,9;38,1;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;338;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;MG;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;Centro Universitário Salesiano;1494;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;ES;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Centro Universitário Salesiano;1494;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;ES;Sudeste;2.0;Não Informado;A;B;A;1;4
21,9;17,8;23,3;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO;1487;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
33;39,3;30,9;CENTRO UNIVERSITÁRIO PADRE ALBINO;5215;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
22,5;25,5;21,5;UNIVERSIDADE CATÓLICA DOM BOSCO;387;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;MS;Centro-Oeste;1.0;De 1,5 a 3 s.m.;D;C;A;1;1
29,8;29,5;28,9;UNIVERSIDADE BRASIL;319;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SANT¿ANNA;456;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SANT¿ANNA;456;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
32;22,8;35,1;Centro Universitário FAESA;1379;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;ES;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE GOIÁS;47;Fisioterapia;Fisioterapia;Saúde e bem-estar;Pública Estadual;GO;Centro-Oeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,9;23,1;32,1;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;694;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;MS;Centro-Oeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE GOIÁS;47;Farmácia;Farmácia;Saúde e bem-estar;Pública Estadual;GO;Centro-Oeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;482;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;3151;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Não Informado;A;B;A;1;4
30,2;44,4;25,5;UNIVERSIDADE DO OESTE DE SANTA CATARINA;82;Odontologia;Odontologia;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Até 1,5 s.m.;B;A;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS;5439;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;489;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE LONDRINA;9;Biomedicina;Biomedicina;Saúde e bem-estar;Pública Estadual;PR;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SÃO JOSÉ;705;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;Centro Universitário Anhanguera Pitágoras Unopar de Niterói;515;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE AMERICANA;1310;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DE MARÍLIA;420;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;586;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;RJ;Sudeste;1.0;Não Informado;A;B;A;1;3
22,4;19,5;23,3;UNIVERSIDADE DE SOROCABA;150;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;De 1,5 a 3 s.m.;A;A;A;1;4
24,8;54;15;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;3371;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;1547;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;3.0;Até 1,5 s.m.;A;B;A;1;1
30,3;21,6;33,2;Centro Universitário de Adamantina;1292;Fisioterapia;Fisioterapia;Saúde e bem-estar;Especial;SP;Sudeste;2.0;Até 1,5 s.m.;A;C;A;1;4
27,5;28,9;27;Centro Universitário de Adamantina;1292;Nutrição;Nutrição;Saúde e bem-estar;Especial;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
21,7;38,8;16;Centro Universitário de Adamantina;1292;Odontologia;Odontologia;Saúde e bem-estar;Especial;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;374;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;374;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;374;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;374;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
30,3;36,7;28,1;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;423;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;B;A;1;4
30,2;33,4;29,1;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;423;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;A;A;1;3
50,4;56,6;48,3;UNIVERSIDADE FRANCISCANA;426;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;B;A;1;4
35,7;40,2;34,2;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;482;Medicina;Medicina;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;Universidade Pitágoras Unopar Anhanguera;298;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Universidade Universus Veritas Guarulhos;481;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DO VALE DO TAQUARI;1041;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU;502;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO UNINOVAFAPI;1563;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PI;Nordeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO UNINOVAFAPI;1563;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PI;Nordeste;2.0;Não Informado;A;B;A;1;1
54,3;55;54;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;1336;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;De 1,5 a 3 s.m.;B;B;A;1;4
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;10;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;PR;Sul;1.0;De 1,5 a 3 s.m.;B;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;576;Farmácia;Farmácia;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;41,6;25,8;UNIVERSIDADE DE SANTA CRUZ DO SUL;295;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;C;B;A;1;2
57,1;40,2;62,7;UNIVERSIDADE DE ARARAQUARA;124;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;D;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DE ARARAQUARA;124;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE MINAS GERAIS;575;Farmácia;Farmácia;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;Universidade Pitágoras Unopar Anhanguera;298;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;576;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;3
43,9;10,7;55;CENTRO UNIVERSITÁRIO NEWTON PAIVA;343;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE IGUAÇU;330;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;453;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;TO;Norte;2.0;Até 1,5 s.m.;A;A;A;1;4
45,1;51,8;42,9;UNIVERSIDADE ANHANGUERA;671;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;MS;Centro-Oeste;1.0;Até 1,5 s.m.;A;B;A;1;3
17,5;32;12,7;UNIVERSIDADE DE MARÍLIA;420;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEEVALE;23;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;1
24,4;25,1;24,2;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;21;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;B;B;A;1;3
25,7;42,6;20,1;CENTRO UNIVERSITÁRIO LUSÍADA;226;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;A;A;1;1
28,5;27,2;28,9;UNIVERSIDADE FEEVALE;23;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;UNIVERSIDADE FEEVALE;23;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE FEEVALE;23;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO OESTE DE SANTA CATARINA;82;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
41,9;21,6;48,6;Centro Universitário FMABC;224;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;1
28,4;43;23,5;Centro Universitário FMABC;224;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CELSO LISBOA;522;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE POTIGUAR;718;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RN;Nordeste;1.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;4
22,3;21,6;22,5;UNIVERSIDADE POSITIVO;1042;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
23;39,6;17,5;UNIVERSIDADE PARANAENSE;437;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;De 1,5 a 3 s.m.;B;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DO PIAUÍ;756;Odontologia;Odontologia;Saúde e bem-estar;Pública Estadual;PI;Nordeste;1.0;Não Informado;A;B;A;1;3
14,3;7,2;16,7;Centro Universitário da Região da Campanha;296;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;RS;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
32,9;28,8;34,2;CENTRO UNIVERSITÁRIO CESMAC;621;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;AL;Nordeste;2.0;Até 1,5 s.m.;A;B;A;1;4
35,8;28,9;38,1;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;453;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;TO;Norte;2.0;Até 1,5 s.m.;A;A;A;1;4
18,8;35,7;13,2;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;453;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;TO;Norte;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE CEUMA;823;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;MA;Nordeste;1.0;Não Informado;A;B;A;1;4
32,2;39;29,9;Centro Universitário Católica do Leste de Minas Gerais;878;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;MG;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
30;11,8;36,1;Centro Universitário Católica do Leste de Minas Gerais;878;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;MG;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DA PARAÍBA;579;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;PB;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;1232;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;1232;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;1232;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;1232;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;1;4
21,8;27,1;20;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;1
21,8;32,7;18,2;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
17,5;36,1;11,3;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
22,6;26,3;21,3;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
18,8;16,5;19,5;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;581;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;RS;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;581;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;RS;Sul;1.0;Não Informado;A;B;A;1;3
32;47,8;26,7;UNIVERSIDADE BRASIL;319;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;De 1,5 a 3 s.m.;B;B;A;1;4
19,6;37,4;13,7;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;489;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
27,5;26,7;27,7;FACULDADE TRÊS DE MAIO;294;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;3.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE CAXIAS DO SUL;13;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;2
29,8;29,5;28,9;Centro Universitário São Lucas Porto Velho;1414;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE ODONTOLOGIA DE MANAUS;1592;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;AM;Norte;3.0;Não Informado;A;B;A;1;3
12;19,2;9,6;CENTRO UNIVERSITÁRIO DE FORMIGA;3983;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário FIP-MOC;4256;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;2
29,8;29,5;28,9;UNIVERSIDADE DO SUL DE SANTA CATARINA;494;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Não Informado;A;B;A;1;4
20,5;14,4;22,5;FACULDADE DO AMAZONAS;1638;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;AM;Norte;3.0;Até 1,5 s.m.;A;A;A;1;1
35,4;33,2;36,1;FACULDADE DA SAÚDE E ECOLOGIA HUMANA;1664;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE MARINGÁ;57;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;PR;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES;1580;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;GO;Centro-Oeste;3.0;Não Informado;A;B;A;1;4
25,2;34,3;22,1;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;415;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;B;A;1;4
15,4;9,3;17,4;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;415;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO;739;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;ES;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;862;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;MS;Centro-Oeste;3.0;Não Informado;A;B;A;1;4
29,6;47,9;23,5;FACULDADE DE AMERICANA;1310;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;B;A;1;4
40,9;32,4;43,7;Centro Universitário UNIFAFIBE;2774;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
